id,author,year,title,journal,vol,pg,url,pdf,created_at,updated_at,doi,user_id
457,Widen,2001,Soil CO2 efflux and root respiration at three sites in a mixed pine and spruce forest: seasonal and diurnal variation,Can. J. For. Res.,31,786–796,http://www.nrcresearchpress.com/doi/pdf/10.1139/x01-012,"",2011-11-01 21:28:11,2011-11-01 21:28:11,10.1139/cjfr-31-5-786,20
458,Lee,2003,Seasonal changes in the contribution of root respiration to total soil respiration in a cool-temperate deciduous forest,Plant and Soil,255,311–318,http://www.springerlink.com/content/r05t63m3670577g7/,"",2011-11-02 20:49:21,2011-11-02 20:49:21,10.1023/A:1026192607512,20
459,Gholz,1991,"Dynamics of Canopy Structure and Light Interception in Pinus Elliottii Stands, North Florida",Ecological Monographs,61,33–51,"",http://www.jstor.org/stable/pdfplus/1942998.pdf,2011-11-04 19:27:41,2011-11-04 19:27:41,10.2307/1942998,20
463,Kolari,2005,Forest floor vegetation plays an important role in photosynthetic production of boreal forests,Forest Ecology and Management,221,241–248,http://linkinghub.elsevier.com/retrieve/pii/S0378112705005876,http://www.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271259&_user=571676&_pii=S0378112705005876&_check=y&_origin=&_coverDate=10-Jan-2006&view=c&wchp=dGLbVlB-zSkzk&md5=cad35f4aa10ac2cef62895107de3ecc3/1-s2.0-S0378112705005876-main.pdf,2011-11-18 12:29:16,2012-07-23 18:57:20,10.1016/j.foreco.2005.10.021 ,15
464,Kubien,2004,Low-temperature photosynthetic performance of a C4 grass and a co-occurring C3 grass native to high latitudes,"Plant, Cell, and Environment",27,907–916,http://dx.doi.org/10.1111/j.1365-3040.2004.01196.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2004.01196.x/pdf,2011-11-18 17:18:44,2011-11-18 17:18:44,10.1111/j.1365-3040.2004.01196.x,2
466,Van Cleve,1981,Evidence of temperature control of production and nutrient cycling in two interior Alaska black spruce ecosystems,Canadian Journal of Forest Research,11,259–274,http://www.nrcresearchpress.com/doi/abs/10.1139/x81-035,"",2011-11-23 20:24:29,2011-11-23 20:24:29,"",45
467,Van Cleve,1983,Productivity and nutrient cycling in taiga forest ecosystems,Canadian Journal of Forest Research,13,747–766,http://www.nrcresearchpress.com/doi/abs/10.1139/x83-105,"",2011-11-23 21:17:37,2011-11-23 21:17:37,"",45
468,Kummerow,1983,Root surface/leaf area ratios in arctic dwarf shrubs,Plant and Soil,71,395–399,http://www.springerlink.com/index/b3702g3701337422.pdf,http://www.springerlink.com/content/b3702g3701337422/fulltext.pdf,2011-12-01 08:29:49,2012-07-23 18:58:03,10.1007/BF02182681,15
470,Walters,2000,Trade-offs in low-light CO2 exchange: a component of variation in shade tolerance among cold temperate tree seedlings,Functional Ecology,14,155–165,http://doi.wiley.com/10.1046/j.1365-2435.2000.00415.x,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2435.2000.00415.x/pdf,2011-12-07 20:32:45,2012-02-24 19:53:23,10.1046/j.1365-2435.2000.00415.x,45
473,Korner,1987,Dry matter partitioning and root length/leaf area ratios in herbaceous perennial plants with diverse altitudinal distribution,Oecologia,,411–418,http://www.springerlink.com/index/N5478R34413253NL.pdf,http://www.springerlink.com/content/n5478r34413253nl/fulltext.pdf,2011-12-17 17:23:15,2012-01-22 23:22:07,10.1007/BF00378938,15
703,Nobel,1986,"Environmental Productivity Indices for a Chihuahuan Desert Cam Plant , Agave Lechuguilla",Ecological Society of America,67,1–11,http://www.jstor.org/stable/pdfplus/1938497.pdf,"",2013-06-26 17:06:58,2014-01-27 16:22:14.211747,"",109
453,Uchida,1998,Contribution of micro-organisms to the carbon dynamics in black spruce ( Picea mariana) forest soil in Canada,Ecological Research,13,17–26,http://www.springerlink.com/content/9vedu46gd9r2tydh/,"",2011-11-01 17:14:25,2014-01-30 22:01:00.040728,10.1046/j.1440-1703,20
462,Maxwell,2000,Chlorophyll fluorescence-a practical guide,Journal of Experimental Botany,51,659–668,http://jxb.oxfordjournals.org/content/51/345/659.full,http://jxb.oxfordjournals.org/content/51/345/659.full,2011-11-10 07:11:03,2014-01-24 21:44:57.591767,"",46
448,Gloser,2008,Contrasting below- and aboveground responses of two deciduous trees to patchy nitrate availability.,Tree Physiology,28,37–44,http://dx.doi.org/10.1093/treephys/28.1.37,http://treephys.oxfordjournals.org/content/28/1/37.full.pdf,2011-10-22 19:34:11,2014-01-29 20:50:01.660077,10.1093/treephys/28.1.37,45
469,Thomas,2010,Photosynthetic capacity peaks at intermediate size in temperate deciduous trees.,Tree Physiology,30,555–573,http://dx.doi.org/10.1093/treephys/tpq005,"",2011-12-06 05:11:50,2014-01-29 21:23:33.712932,10.1093/treephys/tpq005,45
482,Elvir,2005,Effects of enhanced nitrogen deposition on foliar chemistry and physiological processes of forest trees at the Bear Brook Watershed in Maine,Forest Ecology and Management,221,207–214,http://linkinghub.elsevier.com/retrieve/pii/S0378112705005748,"",2012-01-17 20:56:59,2012-01-17 20:56:59,10.1016/j.foreco.2005.09.022,45
487,Cook,2008,Using light-use and production efficiency models to predict photosynthesis and net carbon exchange during forest canopy disturbance,Ecosystems,11,26–44,http://www.springerlink.com/content/bq26r2v606718075/,"",2012-04-05 14:39:40,2012-04-05 14:39:40,10.1007/s10021-007-9105-0,65
489,Serbin,2012,Leaf optical properties reflect variation in photosynthetic metabolism and its sensitivity to temperature,Journal of Experimental Botany,63,489–502,http://jxb.oxfordjournals.org/content/63/1/489.full?sid=48aa3bf8-1280-4905-a3e8-b45c5216ddea,http://jxb.oxfordjournals.org/content/63/1/489.full.pdf+html,2012-04-05 16:46:34,2012-04-05 16:46:34,10.1093/jxb/err294,65
492,Bernacchi,2001,Improved temperature response functions for models of Rubisco-limited photosynthesis,"Plant, Cell and Environment",24,253–259,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2001.00668.x/abstract,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2001.00668.x/pdf,2012-04-10 22:11:54,2012-04-10 22:11:54,10.1111/j.1365-3040.2001.00668.x,65
493,Bergner,2004,Experimental warming and burn severity alter soil CO2 flux and soil functional groups in a recently burned boreal forest,Global Change Biology,10,1996–2004,http://doi.wiley.com/10.1111/j.1365-2486.2004.00868.x,http://onlinelibrary.wiley.com/store/10.1111/j.1365-2486.2004.00868.x/asset/j.1365-2486.2004.00868.x.pdf?v=1&t=h27tne00&s=6085971556305b4f2dc0823fd879264aa9bdf27a,2012-05-14 17:43:53,2012-05-14 17:43:53,10.1111/j.1365-2486.2004.00868.x,15
494,Allison,2008,Warming and drying suppress microbial activity and carbon cycling in boreal forest soils,Global Change Biology,14,2898–2909,http://doi.wiley.com/10.1111/j.1365-2486.2008.01716.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2486.2008.01716.x/pdf,2012-05-14 21:23:43,2013-03-28 15:29:02,10.1111/j.1365-2486.2008.01716.x,15
495,Melillo,2002,Soil warming and carbon-cycle feedbacks to the climate system.,"Science (New York, N.Y.)",298,2173–6,http://www.sciencemag.org/content/298/5601/2173.abstract,http://www.sciencemag.org/content/298/5601/2173.full.pdf,2012-05-15 18:04:34,2012-07-16 16:11:35,10.1126/science.1074153,15
590,Dai,1993,C4 Photosynthesis,Plant Physiology,103,83–90,"",http://www.plantphysiol.org/content/103/1/83.full.pdf,2012-06-29 20:58:16,2012-06-29 20:58:16,"",61
498,Schindlbacher,2009,Carbon losses due to soil warming: Do autotrophic and heterotrophic soil respiration respond equally?,Global Change Biology,15,901–913,http://doi.wiley.com/10.1111/j.1365-2486.2008.01757.x,http://onlinelibrary.wiley.com/store/10.1111/j.1365-2486.2008.01757.x/asset/j.1365-2486.2008.01757.x.pdf?v=1&t=h2arf5hg&s=b09ddf120f8018447aa4162e4e0322bdcc5a9e29,2012-05-16 19:04:40,2014-01-27 16:38:02.96651,10.1111/j.1365-2486.2008.01757.x,15
485,Dillaway,2010,Thermal acclimation of photosynthesis: a comparison of boreal and temperate tree species along a latitudinal transect.,"Plant, Cell & Environment",33,888–899,http://www.ncbi.nlm.nih.gov/pubmed/20082671,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2010.02114.x/pdf,2012-03-29 20:34:51,2014-01-29 20:36:39.949182,10.1111/j.1365-3040.2010.02114.x,61
475,Balandier,2007,"Six-year time course of light-use efficiency, carbon gain and growth of beech saplings (Fagus sylvatica) planted under a Scots pine (Pinus sylvestris) shelterwood.",Tree Physiology,27,1073–1082,http://www.ncbi.nlm.nih.gov/pubmed/17472934,http://treephys.oxfordjournals.org/content/27/8/1073.long,2011-12-21 20:37:02,2014-01-29 20:14:39.666715,10.1093/treephys/27.8.1073,45
497,Niinisto,2004,Soil CO2 efflux in a boreal pine forest under atmospheric CO2 enrichment and air warming,Global Change Biology,10,1363–1376,http://doi.wiley.com/10.1111/j.1365-2486.2004.00799.x,http://onlinelibrary.wiley.com/store/10.1111/j.1365-2486.2004.00799.x/asset/j.1365-2486.2004.00799.x.pdf?v=1&t=h29hcc6v&s=0c7a8313f125000cd415ce3ccdebe471608db289,2012-05-15 21:34:47,2014-01-28 21:39:10.483222,10.1111/j.1365-2486.2004.00799.x,15
480,Bolstad,1999,Foliar temperature-respiration response functions for broad-leaved tree species in the southern Appalachians.,Tree Physiology,19,871–878,http://www.ncbi.nlm.nih.gov/pubmed/10562404,"",2012-01-13 22:07:30,2014-01-29 20:39:25.435445,"",45
479,Ambebe,2010,Low soil temperature inhibits the effect of high nutrient supply on photosynthetic response to elevated carbon dioxide concentration in white birch seedlings.,Tree Physiology,30,234–243,http://www.ncbi.nlm.nih.gov/pubmed/20007132,"",2012-01-12 02:45:46,2014-01-29 20:40:22.08393,10.1093/treephys/tpp109,45
478,Boggs,2005,"Tree growth , foliar chemistry , and nitrogen cycling across a nitrogen deposition gradient in southern Appalachian deciduous forests",Canadian Journal of Forest Research,1913,1901–1913,http://www.nrcresearchpress.com/doi/abs/10.1139/x05-128?journalCode=cjfr,http://www.nrcresearchpress.com/doi/pdf/10.1139/x05-128,2012-01-11 19:17:33,2014-01-30 20:28:34.098221,10.1139/X05-128,45
499,Melillo,2011,"Soil warming, carbon-nitrogen interactions, and forest carbon budgets",Proceedings of the National Academy of Sciences of the United States of America,108,9508–12,http://www.pnas.org/content/early/2011/05/19/1018189108.abstract,"",2012-05-17 19:51:37,2012-07-16 16:48:21,10.1126/science.1074153,15
505,Monson,1986,"Co-function of C3-and C4-photosynthetic pathways in C3, C4 and C3-C4 intermediate Flaveria species",Planta,168,493–502,http://www.springerlink.com/content/gq41435366130m25/,http://www.springerlink.com/content/gq41435366130m25/fulltext.pdf,2012-05-29 16:03:17,2012-05-29 16:03:17,10.1007/BF00392268,61
506,Monson,1987,Photosynthesis in Flaveria brownil A.M. Powell,Plant Physiology,85,1063–1067,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1054394/,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1054394/pdf/plntphys00621-0203.pdf,2012-05-29 16:20:30,2012-05-29 16:20:30,"",61
507,Nobel,1977,"Water relations and photosynthesis of a barrel cactus, Ferocactus acanthodes, in the Colorado desert",Oecologia,27,117–133,http://www.springerlink.com/content/t203361050143717/,http://www.springerlink.com/content/t203361050143717/fulltext.pdf,2012-05-29 16:35:15,2012-05-29 16:35:15,10.1007/BF00345817,61
510,Nobel,1982,"ORIENTATION, PAR INTERCEPTION, AND NOCTURNAL ACIDITY INCREASES FOR TERMINAL CLADODES OF A WIDELY CULTIVATED CACTUS, OPUNTIA FICUS-INDICA'",American Journal of Botany,69,1462–1469,"",http://www.jstor.org/stable/pdfplus/2443107.pdf?acceptTC=true,2012-05-29 18:21:07,2012-05-29 18:21:07,"",61
511,Spalding,1980,Quantum Requirement for Photosynthesis in Sedum praealtum during Two Phases of Crassulacean Acid Metabolism,Plant Physiology,66,463–465,"",http://www.plantphysiol.org/content/66/3/463.full.pdf,2012-05-29 18:35:26,2012-05-29 18:35:26,"",61
513,Long,1993,Quantum yields for uptake of carbon dioxide in C3 vascular plants of contrasting habitats and taxonomic groupings,Planta,189,226–234,http://www.springerlink.com/content/w5n45130074wg1w6/,http://www.springerlink.com/content/w5n45130074wg1w6/fulltext.pdf,2012-05-30 21:14:03,2012-05-31 14:35:53,10.1007/BF00195081,61
516,Osborne,1994,Photon requirement for Os-evolution in red (A = 680 nm) iight for some C3 and C4 plants and a C3-C4 intermediate species',"Plant, Cell & Environment",17,143–152,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1994.tb00277.x/abstract,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1994.tb00277.x/pdf,2012-05-31 19:18:18,2012-05-31 19:18:18,10.1111/j.1365-3040.1994.tb00277.x,61
517,Dang,1997,Regulation of branch-level gas exchange of boreal trees: roles of shoot water potential and vapor pressure difference,Tree Physiology,17,7–9,http://treephys.oxfordjournals.org/content/17/8-9/521.short,http://treephys.oxfordjournals.org/content/17/8-9/521.full.pdf+html,2012-06-01 19:18:05,2012-06-01 19:18:05,10.1093/treephys/17.8-9.521,61
518,Ball,1987,A model predicting stomatal conductance and its contribution to the control of photosynthesis under different environmental conditions,Progress in Photosynthesis Research,4,221–224,http://ci.nii.ac.jp/naid/10010022304/,"",2012-06-01 19:50:09,2012-06-01 19:50:09,"",61
519,Leuning,1990,Modelling Stomatal Behaviour and and Photosynthesis of Eucalyptus grandis,Australian Journal of Plant Physiology,17,159–175,http://www.publish.csiro.au/?paper=PP9900159,http://www.publish.csiro.au/?act=view_file&file_id=PP9900159.pdf,2012-06-01 20:09:47,2012-06-01 20:09:47,10.1071/PP9900159 ,61
521,Falge,1996,A model of the gas exchange response of P|cea obias to habitat conditions,Trees,10,277–287,http://www.springerlink.com/content/qr1l181795648958/,http://www.springerlink.com/content/qr1l181795648958/fulltext.pdf,2012-06-04 17:28:49,2012-06-04 17:28:49,10.1007/BF02340773,61
500,Ehleringer,1977,Quantum yields for CO2 uptake in C3 and C4 Plants,Plant Physiology,59,86–90,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC542335/?page=1,"",2012-05-23 16:23:58,2014-01-24 20:49:56.265182,"",61
504,Ehleringer,1983,Variation in Quantum Yield for CO2 Uptake among C3 and C4 Plants,Plant Physiology,73,555–559,"",http://www.plantphysiol.org/content/73/3/555.full.pdf,2012-05-25 17:28:54,2014-01-24 20:51:13.857242,"",61
522,Harley,1995,Scaling carbon dioxide and water vapour exchange from leaf to canopy in a deciduous forest. I. Leaf model parametrization,Plant. Celt and Environment,18,1146–1156,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1995.tb00625.x/abstract,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1995.tb00625.x/pdf,2012-06-04 17:58:30,2014-01-24 21:10:47.568043,10.1111/j.1365-3040.1995.tb00625.x,61
501,Ku,1978,Oxygen Inhibition of Photosynthesis in the C4 Species Amaranthus graecizans L.,Planta,147,277–282,http://www.springerlink.com/content/t5441321267u021p/,http://www.springerlink.com/content/t5441321267u021p/fulltext.pdf,2012-05-24 21:30:07,2014-01-24 21:43:29.064429,10.1007/BF00379833,61
509,Nobel,1983,"Relationships between Photosynthetically Active Radiation, Nocturnal Acid Accumulation, and CO2 Uptake for a Crassulacean Acid Metabolism Plant, Opuntia ficus-indica",Plant Physiology,71,71–75,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1065988/,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1065988/pdf/plntphys00557-0079.pdf,2012-05-29 17:09:44,2014-01-27 16:17:50.516459,"",61
508,Nobel,1978,"Resistance Analysis of Nocturnal Carbon Dioxide Uptake by a Crassulacean Acid Metabolism Succulent, Agave deserti",Plant Physiology,61,510–514,"",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1091907/pdf/plntphys00864-0039.pdf/?tool=pmcentrez,2012-05-29 16:58:56,2014-01-27 16:19:14.180182,"",61
512,Osborne,1983,Quantum yields for CO2 uptake in some diploid and tetraploid plant species,"Plant, Cell and Environment",10,135–144,http://dx.doi.org/10.1111/j.1365-3040.1983.tb01886.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1983.tb01886.x/pdf,2012-05-29 19:01:11,2014-01-27 16:30:13.606884,"",61
502,Robichaux,1980,Photosynthetic responses of C3 and C4 species from cool shaded habitats in Hawaii,Oecologia,47,106–109,http://www.springerlink.com/content/j236751906k6k88k/,http://www.springerlink.com/content/j236751906k6k88k/fulltext.pdf,2012-05-25 15:26:32,2014-01-27 16:33:38.122019,10.1007/BF00541783,61
515,Adams,1986,Quantum Yields of CAM Plants Measured by Photosynthetic O2 Exchange,Plant Physiology,81,297–300,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1075323/?page=1,http://www.plantphysiol.org/content/81/1/297.full.pdf+html,2012-05-30 21:34:27,2014-01-30 22:27:19.026247,"",61
524,Nikolov,1995,Coupling biochemical and biophysical processes at the leaf level: an equilibrium photosynthesis model for leaves of C3 plants,Ecological Modeling,80,205–235,"",http://nature.berkeley.edu/biometlab/espm228/Nikolov%20ecol%20model%201995.pdf,2012-06-04 19:26:24,2012-06-04 19:26:24,"",61
525,Harley,1992,Modelling photosynthesis of cotton grown in elevated CO2,"Plant, Cell & Environment",15,271–282,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1992.tb00974.x/abstract,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1992.tb00974.x/pdf,2012-06-04 20:17:48,2012-06-04 20:17:48,10.1111/j.1365-3040.1992.tb00974.x,61
527,Leuning,1995,A critical appraisal of a combined stomatal-photosynthesis model for C3 plants,"Plant, Cell & Environment",18,339–355,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1995.tb00370.x/abstract,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1995.tb00370.x/pdf,2012-06-05 14:28:18,2012-07-23 18:58:03,10.1111/j.1365-3040.1995.tb00370.x,61
530,Tjoelker,1995,Interaction of ozone pollution and light effects on photosynthesis in a forest canopy experiment,"Plant, Cell & Environment",18,895–905,"",http://forestecology.cfans.umn.edu/TjoelkerPCE1995.pdf,2012-06-05 16:42:52,2012-06-05 16:42:52,"",61
531,Medlyn,2001,Stomatal conductance of forest species after long-term exposure to elevated CO2 concentration: a synthesis,New Phtyologist,149,247–264,http://onlinelibrary.wiley.com/doi/10.1046/j.1469-8137.2001.00028.x/abstract,http://onlinelibrary.wiley.com/doi/10.1046/j.1469-8137.2001.00028.x/pdf,2012-06-05 16:54:23,2012-06-05 16:54:23,10.1046/j.1469-8137.2001.00028.x,61
532,Wohlfahrt,1999,A nitrogen sensitive model of leaf carbon dioxide and water vapour gas exchange: application to 13 key species from differently managed mountain grassland ecosystems,Ecological Modelling,113,179–199,"",http://www.cid-inc.com/docs/CI-203%20A%20nitrogen%20sensitive%20model%20of%20leaf%20carbon%20dioxide%20and%20water%20vapour%20gas%20exchange%20-%20application%20to%2013%20key%20species%20from%20differently%20managed%20mountain%20grassland%20ecosystems.pdf,2012-06-05 17:24:11,2012-06-05 17:24:11,"",61
533,Wan,2004,CO2 enrichment and warming of the atmosphere enhance both productivity and mortality of maple tree fine roots,New Phytologist,162,437–446,http://doi.wiley.com/10.1111/j.1469-8137.2004.01034.x,http://onlinelibrary.wiley.com/store/10.1111/j.1469-8137.2004.01034.x/asset/j.1469-8137.2004.01034.x.pdf?v=1&t=h33fju5q&s=a4d8caa43cb89fb89f8debb0c05f32bf150211d7,2012-06-05 20:37:44,2012-06-05 20:37:44,10.1111/j.1469-8137.2004.01034.x,15
535,Allison,2010,Resistance of microbial and soil properties to warming treatment seven years after boreal fire,Soil Biology and Biochemistry,42,1872–1878,http://linkinghub.elsevier.com/retrieve/pii/S0038071710002592,"",2012-06-06 19:53:23,2012-06-06 19:53:23,10.1016/j.soilbio.2010.07.011,15
537,Kosugi,2003,Parameterization of the CO2 and H2O gas exchange of several temperate deciduous broad-leaved trees at the leaf scale considering seasonal changes,"Plant, Cell & Environment",26,285–301,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-3040.2003.00960.x/abstract,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-3040.2003.00960.x/pdf,2012-06-07 14:56:55,2012-07-23 18:58:03,10.1046/j.1365-3040.2003.00960.x,61
538,Gutschick,2002,Modelling stomatal conductanceof field-grown sunflower under varying soil water content and leafenvironment: comparison of three models of stomatal response toleaf environment and coupling with an abscisic acid-based modelof stomatal response to soil dryi,"Plant, Cell & Environment",25,1423–1434,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-3040.2002.00937.x/abstract,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-3040.2002.00937.x/pdf,2012-06-07 15:18:57,2012-06-07 15:18:57,10.1046/j.1365-3040.2002.00937.x,61
539,Collatz,1992,Coupled photosynthesis-stomatal conductance model for leaves of C4 plants,Australian Journal of Plant Physiology,19,519–538,http://www.publish.csiro.au/?paper=PP9920519,http://www.publish.csiro.au/?act=view_file&file_id=PP9920519.pdf,2012-06-07 15:41:30,2012-06-08 17:18:50,"",61
541,Hagedorn,2009,Short-term responses of ecosystem carbon fluxes to experimental soil warming at the Swiss alpine treeline,Biogeochemistry,97,7–19,http://www.springerlink.com/index/10.1007/s10533-009-9297-9,http://www.springerlink.com/content/4nr6471240488343/fulltext.pdf,2012-06-07 18:16:00,2012-06-07 18:16:00,10.1007/s10533-009-9297-9,15
528,Wilson,1997,Effects of carbon dioxide concentration on the interactive effects of temperature and water vapour on stomatal conductance in soybean,"Plant, Cell & Environment",20,230–238,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-3040.1997.d01-58.x/abstract,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-3040.1997.d01-58.x/pdf,2012-06-05 15:19:52,2014-01-28 21:17:37.465248,10.1046/j.1365-3040.1997.d01-58.x,61
546,Pajari,1995,Soil respiration in a poor upland site of Scots pine stand subjected to elevated temperatures and atmospheric carbon concentration,Plant and Soil,168,563–570,http://www.springerlink.com/index/10.1007/BF00029369,http://www.springerlink.com/content/n71471351r254201/fulltext.pdf,2012-06-08 19:16:16,2012-06-08 19:16:16,10.1007/BF00029369,15
549,Norby,2005,Forest response to elevated CO2 is conserved across a broad range of productivity.,Proceedings of the National Academy of Sciences of the United States of America,102,18052–6,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1312431&tool=pmcentrez&rendertype=abstract,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1312431/pdf/pnas-0509478102.pdf,2012-06-11 18:34:01,2012-06-11 18:34:01,10.1073/pnas.0509478102,15
550,Lin,1999,Elevated CO2 and temperature impacts on different components of soil CO2 efflux in Douglas-fir terracosms,Global Change Biology,5,157–168,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2486.1999.00211.x/abstract,http://onlinelibrary.wiley.com/store/10.1046/j.1365-2486.1999.00211.x/asset/j.1365-2486.1999.00211.x.pdf?v=1&t=h3dfbj18&s=137d967491e2bccaf8353b7e62513aacc6387eaa,2012-06-12 20:28:59,2012-07-23 18:58:03,10.1046/j.1365-2486.1999.00211.x,15
553,Lin,2001,Time-dependent responses of soil CO2 efflux components to elevated atmospheric [CO2] and temperature in experimental forest mesocosms,Plant and Soil,229,259–270,http://www.springerlink.com/content/v17062r3vq138907/,http://www.springerlink.com/content/v17062r3vq138907/fulltext.pdf,2012-06-14 18:35:40,2012-07-23 18:58:03,10.1023/A:1004883221036,15
558,Makita,2009,Fine root morphological traits determine variation in root respiration of Quercus serrata,Tree Physiology,29,579–585,"",https://ebi-forecast.igb.illinois.edu/redmine/attachments/350/Makita_etal_2009_TreePhys.pdf,2012-06-19 19:05:12,2012-06-19 19:05:12,10.1093/treephys/tpn050,61
559,Kerstiens,1996,Cuticular water permeability and its physiological significance,Journal of Experimental Botany,47,1813–1832,"",https://ebi-forecast.igb.illinois.edu/redmine/attachments/349/Kerstiens_1996_JEXBOT_Cuticular_conductance.pdf,2012-06-20 19:54:35,2012-06-20 19:54:35,"",61
555,Lukac,2003,"Production, turnover and mycorrhizal colonization of root systems of three Populus species grown under elevated CO2 (POPFACE)",Global Change Biology,9,838–848,http://doi.wiley.com/10.1046/j.1365-2486.2003.00582.x,http://onlinelibrary.wiley.com/store/10.1046/j.1365-2486.2003.00582.x/asset/j.1365-2486.2003.00582.x.pdf?v=1&t=h3hkzoju&s=05e7e313282ff50083275d4457935e0a156c12c1,2012-06-15 18:18:48,2014-01-24 21:53:02.345598,10.1046/j.1365-2486.2003.00582.x,15
556,Norman,1989,Canopy Photosynthesis,Photosynthesis,,227–241,"",https://loanshark.library.uiuc.edu/illiad/illiad.dll?Action=10&Form=75&Value=1242171,2012-06-18 15:59:40,2014-01-27 16:27:21.635893,"",61
547,Allen,2000,Effects of free-air CO2 enrichment (FACE) on belowground processes in a pinus taeda forest,Ecological Applications,10,437–448,http://www.esajournals.org/doi/abs/10.1890/1051-0761(2000)010%5B0437:EOFACE%5D2.0.CO;2,http://www.esajournals.org/doi/pdf/10.1890/1051-0761%282000%29010%5B0437%3AEOFACE%5D2.0.CO%3B2,2012-06-08 21:04:54,2014-01-28 21:24:41.07519,10.1890/1051-0761(2000)010[0437:EOFACE]2.0.CO;2,15
554,King,2004,A multiyear synthesis of soil respiration responses to elevated atmospheric CO2 from four forest FACE experiments,Global Change Biology,10,1027–1042,http://doi.wiley.com/10.1111/j.1529-8817.2003.00789.x,http://onlinelibrary.wiley.com/store/10.1111/j.1529-8817.2003.00789.x/asset/j.1529-8817.2003.00789.x.pdf?v=1&t=h3ga523p&s=d18976dd7f2423d9650e78a4fb342bdb02574f55,2012-06-14 20:27:18,2014-01-28 21:37:13.919011,10.1111/j.1529-8817.2003.00789.x,15
551,Olszyk,2003,"Whole-seedling biomass allocation, leaf area, and tissue chemistry for Douglas-fir exposed to elevated CO2 and temperature for 4 years",Canadian Journal of Forest Research,33,269–278,http://www.nrcresearchpress.com/doi/abs/10.1139/x02-186,http://www.nrcresearchpress.com/doi/pdf/10.1139/x02-186,2012-06-13 19:44:39,2014-01-28 21:38:57.308957,10.1139/x02-186,15
526,Sala,1996,Simulations of canopy net photosynthesis and transpiration in Quercus ilex L. under the influence of seasonal drought,Agricultural and Forest Meteorology,78,203–222,http://www.sciencedirect.com/science/article/pii/0168192395022503,http://ac.els-cdn.com/0168192395022503/1-s2.0-0168192395022503-main.pdf?_tid=a57f56ea3956d951e0f880761389d0c0&acdnat=1338842647_c96844207c25640fbbafa2bcec6ea65e,2012-06-04 20:41:17,2015-03-12 15:14:14.934117,10.1016/0168-1923(95)02250-3,61
552,Tingey,2007,Elevated CO2 and temperature alter net ecosystem C exchange in a young Douglas fir mesocosm experiment.,"Plant, Cell & Environment",30,1400–10,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2007.01713.x/full,http://onlinelibrary.wiley.com/store/10.1111/j.1365-3040.2007.01713.x/asset/j.1365-3040.2007.01713.x.pdf?v=1&t=h3ex9qm7&s=696532f0b7ff2e667abc10232a7b6d75726a299d,2012-06-13 21:39:11,2014-01-29 21:26:19.623942,10.1111/j.1365-3040.2007.01713.x,15
557,King,2005,"Tropospheric O3 compromises net primary production in young stands of trembling aspen, paper birch and sugar maple in response to elevated atmospheric CO2",The New Phytologist,168,623–636,http://www.ncbi.nlm.nih.gov/pubmed/16313645,"",2012-06-18 23:39:37,2014-01-29 20:58:28.227085,10.1111/j.1469-8137.2005.01557.x,15
