id,name,definition,created_at,updated_at,control,user_id
1583,observational,no experimental treatment,2012-06-05 16:09:08,2012-06-05 16:09:08,t,61
1584,observational,no experimental treatment,2012-06-05 16:47:08,2012-06-05 16:47:08,t,61
1585,observational,no experimental treatment,2012-06-05 16:55:50,2012-06-05 16:55:50,t,61
1586,observational,no experimental treatment,2012-06-05 17:30:15,2012-06-05 17:30:15,t,61
1588,Control,non-heated,2012-06-05 19:03:06,2012-06-05 19:03:06,t,15
1589,"ambient CO2, ambient T","",2012-06-05 21:03:54,2012-06-05 21:03:54,t,15
1590,"ambient CO2, elevated T","",2012-06-05 21:04:05,2012-06-05 21:04:05,f,15
1591,"elevated CO2, ambient T","",2012-06-05 21:04:14,2012-06-05 21:04:14,f,15
1592,"elevated CO2, elevated T","",2012-06-05 21:04:27,2012-06-05 21:04:27,f,15
1594,CO,control outside,2012-06-06 17:33:52,2012-06-06 17:33:52,t,15
1597,Ambient,Control,2012-06-06 20:02:25,2012-06-06 20:02:25,t,15
1598,Air_warming,"",2012-06-06 20:02:35,2012-06-06 20:02:35,f,15
1599,observational,no experimental treatment,2012-06-07 14:53:01,2012-06-07 14:53:01,t,61
1600,observational,no experimental treatment,2012-06-07 15:03:05,2012-06-07 15:03:05,t,61
1601,observational,no experimental treatment,2012-06-07 15:24:13,2012-06-07 15:24:13,t,61
1602,observational,no experimental treatment,2012-06-07 16:10:48,2012-06-07 16:10:48,t,61
1603,ambient,"",2012-06-07 18:30:22,2012-06-07 18:30:22,t,15
1604,elevated T,ambient and elevated CO2 lumped,2012-06-07 18:30:41,2012-06-07 18:30:41,f,15
1605,observational,no experimental treatment,2012-06-07 19:35:35,2012-06-07 19:35:35,t,61
1606,ambient,"",2012-06-07 21:51:51,2012-06-07 21:51:51,t,15
1610,observational,no experimental treatment,2012-06-08 17:28:44,2012-06-08 17:28:44,t,61
1611,chamber control,"",2012-06-08 19:21:36,2012-06-08 19:21:36,t,15
1613,"Lh, Nh","Light high, Nutrients high",2012-06-08 19:22:48,2012-06-08 19:22:48,f,61
1614,"Lm, Nh","Light medium, Nutrients high",2012-06-08 19:23:36,2012-06-08 19:23:36,f,61
1615,"Ll, Nh","Light low, Nutrients high",2012-06-08 19:24:16,2012-06-08 19:24:16,f,61
1616,"Lh, Nm","Light high, Nutrients medium",2012-06-08 19:25:02,2012-06-08 19:25:02,f,61
1617,"Lh, Nl","Light high, Nutrients low",2012-06-08 19:25:36,2012-06-08 19:25:36,t,61
1618,"Lm, Nm","Light medium, Nutrients medium",2012-06-08 19:26:07,2012-06-08 19:26:07,f,61
1619,"Lm, Nl",Light medium Nutrients low,2012-06-08 19:26:30,2012-06-08 19:26:30,f,61
1620,"Ll, Nm","Light low, Nutrients medium",2012-06-08 19:27:10,2012-06-08 19:27:10,f,61
1622,chamber control,"",2012-06-08 19:27:55,2012-06-08 19:27:55,t,15
1624,increased CO2,"",2012-06-08 19:30:07,2012-06-08 19:30:07,f,15
1625,increased air temperature & CO2,"",2012-06-08 19:36:22,2012-06-08 19:36:22,f,15
1626,increased air temperature (further),"",2012-06-08 19:36:36,2012-06-08 19:36:36,f,15
1627,Ambient,"",2012-06-08 21:32:35,2012-06-08 21:32:35,t,15
1628,elevated CO2,"",2012-06-08 21:32:55,2012-06-08 21:32:55,f,15
1629,observational,no experimental treatment,2012-06-11 16:34:58,2012-06-11 16:34:58,t,61
1630,ambient AspenFACE,"",2012-06-11 18:57:41,2012-06-11 19:09:55,t,15
1631,elevated CO2 AspenFACE,"",2012-06-11 18:57:51,2012-06-11 19:10:04,f,15
1632,ambient DukeFACE,"",2012-06-11 19:10:27,2012-06-11 19:10:27,t,15
1633,elevated CO2 DukeFACE,"",2012-06-11 19:10:38,2012-06-11 19:10:38,f,15
1634,ambient ORNL-FACE,"",2012-06-11 19:10:53,2012-06-11 19:10:53,t,15
1635,elevated CO2 ORNL-FACE,"",2012-06-11 19:11:05,2012-06-11 19:11:05,f,15
1636,ambient POP-EUROFACE,"",2012-06-11 19:11:19,2012-06-11 19:11:19,t,15
1637,elevated CO2 POP-EUROFACE,"",2012-06-11 19:11:30,2012-06-11 19:11:30,f,15
1638,"Ambient T, Ambient CO2","",2012-06-12 20:37:49,2012-06-12 20:37:49,t,15
1639,"Ambient T, Elevated CO2","",2012-06-12 20:38:11,2012-06-12 20:38:11,f,15
1640,"Elevated T, ambient CO2","",2012-06-12 20:38:28,2012-06-12 20:38:28,f,15
1641,"Elevated T, Elevated CO2","",2012-06-12 20:38:47,2012-06-12 20:38:47,f,15
1642,"ambient CO2, ambient T","",2012-06-13 19:51:22,2012-06-13 19:51:22,t,15
1643,"ambient CO2, elevated T","",2012-06-13 19:51:36,2012-06-13 19:51:36,f,15
1644,"elevated CO2, ambient T","",2012-06-13 19:51:43,2012-06-13 19:51:43,f,15
1645,"elevated CO2, elevated T","",2012-06-13 19:51:49,2012-06-13 19:51:49,f,15
1646,"ambient CO2, ambient T","",2012-06-13 21:40:31,2012-06-13 21:40:31,t,15
1647,"ambient CO2, elevated T","",2012-06-13 21:40:50,2012-06-13 21:40:50,f,15
1648,"elevated CO2, ambient T","",2012-06-13 21:41:00,2012-06-13 21:41:00,f,15
1649,"elevated CO2, elevated T","",2012-06-13 21:41:06,2012-06-13 21:41:06,f,15
1650,"ambient CO2, ambient T","",2012-06-14 18:40:47,2012-06-14 18:40:47,t,15
1651,"ambient CO2, elevated T","",2012-06-14 18:40:58,2012-06-14 18:40:58,f,15
1652,"elevated CO2, ambient T","",2012-06-14 18:41:08,2012-06-14 18:41:08,f,15
1653,"elevated CO2, elevated T","",2012-06-14 18:41:15,2012-06-14 18:41:15,f,15
1654,ambient FACTS-I,"",2012-06-14 20:33:31,2012-06-14 20:33:31,t,15
1655,ambient FACTS-II,"",2012-06-14 20:33:46,2012-06-14 20:33:46,t,15
1656,ambient ORNL,"",2012-06-14 20:34:04,2012-06-14 20:34:04,t,15
1657,ambient POPFACE,"",2012-06-14 20:34:17,2012-06-14 20:34:17,f,15
1658,elevated FACTS-I,"",2012-06-14 20:34:29,2012-06-14 20:34:29,f,15
1659,elevated FACTS-II,"",2012-06-14 20:34:38,2012-06-14 20:34:38,f,15
1660,elevated ORNL,"",2012-06-14 20:34:55,2012-06-14 20:34:55,f,15
1661,elevated POPFACE,"",2012-06-14 20:35:07,2012-06-14 20:35:07,f,15
1662,ambient POPFACE,"",2012-06-15 18:29:10,2012-06-15 18:29:10,t,15
1608,Soil Warming 5°C,"",2012-06-07 21:52:30,2014-06-16 22:12:30.181821,f,15
1609,Soil Warming 7.5°C,"",2012-06-07 21:52:41,2014-06-16 22:12:30.198448,f,15
1587,Warming_soil,soil heated,2012-06-05 19:02:53,2012-06-05 19:02:53,f,15
1593,Cl=control inside,"chamber effect, no warming",2012-06-06 17:33:38,2012-06-06 17:33:38,f,15
1663,elevated CO2 POP-EUROFACE,"",2012-06-15 18:29:33,2012-06-15 18:29:33,f,15
1664,observational,no experimental treatment,2012-06-18 16:11:50,2012-06-18 16:11:50,t,61
1665,observational,no experimental treatment,2012-06-18 16:34:38,2012-06-18 16:34:38,t,61
1666,ambient Aspenface,"",2012-06-18 23:53:32,2012-06-18 23:53:32,t,15
1667,elevated CO2 AspenFACE,"",2012-06-18 23:53:41,2012-06-18 23:53:41,f,15
1668,observational,no experimental treatment,2012-06-19 19:06:03,2012-06-19 19:06:03,t,61
1669,observational,no experimental treatment,2012-06-20 19:59:58,2012-06-20 19:59:58,t,61
1762,UW-D1850,"",2012-07-16 19:24:15,2012-07-16 19:24:15,t,15
1670,observational,no experimental treatment,2012-06-20 20:48:48,2012-06-20 20:48:48,t,61
1671,Ambient temp and ambient CO2,"",2012-06-21 19:24:23,2012-06-21 19:24:23,t,15
1672,Elevated Temperature and ambient CO2,"",2012-06-21 19:24:35,2012-06-21 19:24:35,f,15
1673,Ambient Temperature and Elevated CO2,"",2012-06-21 19:24:45,2012-06-21 19:24:45,f,15
1674,Elevated Temperature and Elevated CO2,"",2012-06-21 19:24:59,2012-06-21 19:24:59,f,15
1675,observational,no experimental treatment,2012-06-22 17:51:06,2012-06-22 17:51:06,t,61
1676,L Horizon Root Respiration - Observational,Root respiration on L horizon,2012-06-25 04:28:28,2012-06-25 04:28:28,t,20
1677,FH Horizon Root Respiration - Observational,Root respiration on FH horizon,2012-06-25 04:29:00,2012-06-25 04:29:00,t,20
1678,A Horizon Root Respiration - Observational,Root respiration on A horizon,2012-06-25 04:30:18,2012-06-25 04:30:18,t,20
1679,Uchida 2008 Fine- Observational,Root respiration- Observational Fine Roots,2012-06-25 04:30:55,2012-06-27 05:42:40,t,20
1680,Uchida 2008 Medium- Observational,Root respiration- Observational Medium Roots,2012-06-27 05:43:23,2012-06-27 05:43:23,t,20
1681,Uchida 2008 Thick- Observational,Root respiration- Observational Thick Roots,2012-06-27 05:44:08,2012-06-27 05:44:08,t,20
1682,observational,no experimental treatment,2012-06-28 16:19:14,2012-06-28 16:19:14,t,61
1683,observational,no experimental treatment,2012-06-28 16:29:39,2012-06-28 16:29:39,t,61
1684,observational,no experimental treatment,2012-06-28 16:49:18,2012-06-28 16:49:18,t,61
1685,observational,no experimental treatment,2012-06-28 17:01:59,2012-06-28 17:01:59,t,61
1686,observational,no experimental treatment,2012-06-28 17:12:14,2012-06-28 17:12:14,t,61
1687,observational,no experimental treatment,2012-06-28 17:30:05,2012-06-28 17:30:05,t,61
1688,observational,no experimental treatment,2012-06-28 17:46:19,2012-06-28 17:46:19,t,61
1689,observational,no experimental treatment,2012-06-28 17:52:32,2012-06-28 17:52:32,t,61
1690,observational,no experimental treatment,2012-06-28 18:19:33,2012-06-28 18:19:33,t,61
1691,observational,no experimental treatment,2012-06-28 18:40:34,2012-06-28 18:40:34,t,61
1692,observational,no experimental treatment,2012-06-29 16:34:09,2012-06-29 16:34:09,t,61
1693,observational,no experimental treatment,2012-06-29 16:42:35,2012-06-29 16:42:35,t,61
1694,observational,no experimental treatment,2012-06-29 16:49:03,2012-06-29 16:49:03,t,61
1695,observational,no experimental treatment,2012-06-29 17:03:37,2012-06-29 17:03:37,t,61
1696,observational,no experimental treatment,2012-06-29 17:11:05,2012-06-29 17:11:05,t,61
1697,observational,no experimental treatment,2012-06-29 17:18:49,2012-06-29 17:18:49,t,61
1698,observational,no experimental treatment,2012-06-29 17:31:33,2012-06-29 17:31:33,t,61
1699,observational,no experimental treatment,2012-06-29 17:43:47,2012-06-29 17:43:47,t,61
1700,observational,no experimental treatment,2012-06-29 18:01:55,2012-06-29 18:01:55,t,61
1701,observational,no experimental treatment,2012-06-29 19:18:31,2012-06-29 19:18:31,t,61
1702,observational,no experimental treatment,2012-06-29 19:31:56,2012-06-29 19:31:56,t,61
1703,observational,no experimental treatment,2012-06-29 19:50:22,2012-06-29 19:50:22,t,61
1704,observational,no experimental treatment,2012-06-29 20:06:41,2012-06-29 20:06:41,t,61
1705,observational,no experimental treatment,2012-06-29 20:16:23,2012-06-29 20:16:23,t,61
1706,observational,no experimental treatment,2012-06-29 20:41:44,2012-06-29 20:41:44,t,61
1707,observational,no experimental treatment,2012-06-29 20:52:58,2012-06-29 20:52:58,t,61
1708,observational,no experimental treatment,2012-06-29 21:13:13,2012-06-29 21:13:13,t,61
1709,observational,no experimental treatment,2012-06-29 21:26:56,2012-06-29 21:26:56,t,61
1710,observational,no experimental treatment,2012-07-02 16:43:43,2012-07-02 16:43:43,t,61
1711,observational,no experimental treatment,2012-07-02 16:54:06,2012-07-02 16:54:06,t,61
1712,observational,no experimental treatment,2012-07-02 17:13:12,2012-07-02 17:13:12,t,61
1713,8 years,Stand Age,2012-07-05 21:45:39,2012-07-05 21:45:39,f,15
1714,11 years,Stand Age,2012-07-05 21:45:54,2012-07-05 21:45:54,f,15
1715,14 years,Stand Age,2012-07-05 21:46:14,2012-07-05 21:46:14,f,15
1716,20 years,Stand Age,2012-07-05 21:46:27,2012-07-05 21:46:27,f,15
1717,25 years,Stand Age,2012-07-05 21:46:36,2012-07-05 21:46:36,f,15
1718,31 years,Stand Age,2012-07-05 21:49:01,2012-07-05 21:49:01,f,15
1719,37 years,Stand Age,2012-07-05 21:49:17,2012-07-05 21:49:17,f,15
1720,39 years,Stand Age,2012-07-05 21:49:28,2012-07-05 21:49:28,f,15
1721,48 years,Stand Age,2012-07-05 21:49:47,2012-07-05 21:49:47,f,15
1722,57 years,Stand Age,2012-07-05 21:49:59,2012-07-05 21:49:59,f,15
1723,62 years,Stand Age,2012-07-05 21:50:11,2012-07-05 21:50:11,f,15
1724,64 years,Stand Age,2012-07-05 21:50:49,2012-07-05 21:50:49,f,15
1725,70 years,Stand Age,2012-07-05 21:51:06,2012-07-05 21:51:06,f,15
1726,74 years,Stand Age,2012-07-05 21:51:17,2012-07-05 21:51:17,f,15
1727,83 years,Stand Age,2012-07-05 21:51:30,2012-07-05 21:51:30,f,15
1728,86 years,Stand Age,2012-07-05 21:51:43,2012-07-05 21:51:43,f,15
1729,94 years,Stand Age,2012-07-05 21:52:00,2012-07-05 21:52:00,f,15
1730,99 years,Stand Age,2012-07-05 21:56:46,2012-07-05 21:56:46,f,15
1731,105 years,Stand Age,2012-07-05 21:56:59,2012-07-05 21:56:59,f,15
1732,117 years,Stand Age,2012-07-05 21:57:13,2012-07-05 21:57:13,f,15
1733,121 years,Stand Age,2012-07-05 21:57:25,2012-07-05 21:57:25,f,15
1734,131 years,Stand Age,2012-07-05 21:57:40,2012-07-05 21:57:40,f,15
1735,132 years,Stand Age,2012-07-05 21:57:53,2012-07-05 21:57:53,f,15
1736,134 years,Stand Age,2012-07-05 21:58:06,2012-07-05 21:58:06,f,15
1737,137 years,Stand Age,2012-07-05 21:58:45,2012-07-05 21:58:45,f,15
1738,148 years,Stand Age,2012-07-05 21:58:56,2012-07-05 21:58:56,f,15
1739,150 years,Stand Age,2012-07-05 21:59:08,2012-07-05 21:59:08,f,15
1740,154 years,Stand Age,2012-07-05 21:59:23,2012-07-05 21:59:23,f,15
1741,156 years,Stand Age,2012-07-05 21:59:36,2012-07-05 21:59:36,f,15
1742,162 years,Stand Age,2012-07-05 21:59:50,2012-07-05 21:59:50,f,15
1743,193 years,Stand Age,2012-07-05 22:00:04,2012-07-05 22:00:04,f,15
1744,265 years,Stand Age,2012-07-05 22:00:15,2012-07-05 22:00:15,f,15
1745,306 years,Stand Age,2012-07-05 22:00:27,2012-07-05 22:00:27,t,15
1746,NA,NA,2012-07-06 16:54:56,2012-07-06 16:54:56,f,76
1747,Marsden- Observational,Observational,2012-07-10 06:14:38,2012-07-10 06:14:38,t,20
1748,observational,no experimental treatment,2012-07-11 18:55:33,2012-07-11 18:55:33,t,61
1749,observational,no experimental treatment,2012-07-11 20:01:52,2012-07-11 20:01:52,t,61
1750,UCI-2003,"",2012-07-16 19:20:31,2012-07-16 19:20:31,t,15
1751,UCI-1998,"",2012-07-16 19:20:45,2012-07-16 19:20:45,t,15
1752,UW-D1998,"",2012-07-16 19:21:15,2012-07-16 19:21:15,t,15
1753,UCI-1989,"",2012-07-16 19:21:45,2012-07-16 19:21:45,t,15
1754,UW-D1989,"",2012-07-16 19:21:54,2012-07-16 19:21:54,t,15
1755,UCI-1981,"",2012-07-16 19:22:05,2012-07-16 19:22:05,t,15
1756,UW-D1981,"",2012-07-16 19:22:13,2012-07-16 19:22:26,t,15
1757,UCI-1964,"",2012-07-16 19:22:58,2012-07-16 19:22:58,t,15
1758,UW-D1964,"",2012-07-16 19:23:08,2012-07-16 19:23:08,t,15
1759,UCI-1930,"",2012-07-16 19:23:19,2012-07-16 19:23:19,t,15
1760,UW-D1930,"",2012-07-16 19:23:33,2012-07-16 19:23:33,t,15
1764,ambient CO2/Low Temp,normal CO2/32-35 degrees C,2012-07-18 18:38:21,2012-07-18 18:41:00,t,61
1765,elevated CO2/High Temp,elevated CO2/36-39 degrees C,2012-07-18 18:39:24,2012-07-18 18:41:41,f,61
1773,ambient CO2/High Temp,normal CO2/36-39 degrees C,2012-07-18 18:42:55,2012-07-18 18:42:55,f,61
1774,elevated CO2/Low Temp,elevated CO2/32-35 degrees C,2012-07-18 18:43:29,2012-07-18 18:43:29,f,61
1777,"Ambient T, decreased ppt","",2012-07-18 20:19:06,2012-07-18 20:19:06,f,15
1778,"elevated T, decreased ppt","",2012-07-18 20:19:23,2012-07-18 20:19:23,f,15
1779,observational,no experimental treatment,2012-07-18 20:23:57,2012-07-18 20:23:57,t,61
1780,Observational- Lee 2003,Root Respiration- Lee 2003,2012-07-23 06:00:59,2012-07-23 06:00:59,t,20
1781,planting (unfertilized),6 weeks,2012-07-23 15:25:34,2012-07-23 15:28:47,t,50
1782,planting (unfertilized),12 weeks,2012-07-23 15:25:58,2012-07-23 15:29:02,t,50
1783,planting (unfertilized),24 weeks,2012-07-23 15:26:15,2012-07-23 15:29:13,t,50
1784,observational,fertilized,2012-07-23 15:42:10,2012-07-23 15:42:10,f,50
1785,Trenched- Lee 2003,Root respiration- Trenched plots,2012-07-26 04:38:08,2012-07-26 04:38:08,f,20
1786,"ambient CO2, ambient T","",2012-07-29 23:43:39,2012-07-29 23:43:39,t,15
1787,"elevated CO2, ambient T","",2012-07-29 23:43:51,2012-07-29 23:43:51,f,15
1788,"ambient CO2, elvated T","",2012-07-29 23:44:02,2012-07-29 23:44:02,f,15
1789,"elevated CO2, elevated T","",2012-07-29 23:44:13,2012-07-29 23:44:13,f,15
1790,"ambient CO2, ambient T","",2012-07-30 15:44:05,2012-07-30 15:44:05,t,15
1791,"ambient CO2, elevated T","",2012-07-30 15:44:48,2012-07-30 15:44:48,f,15
1792,"elevated CO2, ambient T","",2012-07-30 15:44:58,2012-07-30 15:44:58,f,15
1793,"elevated CO2, elevated T","",2012-07-30 15:45:09,2012-07-30 15:45:09,f,15
1794,"Ambient T, Ambient CO2","",2012-07-31 20:14:23,2012-07-31 20:14:23,t,15
1795,"Ambient T, Elevated CO2","",2012-07-31 20:14:33,2012-07-31 20:14:33,f,15
1796,"Elevated T, Ambient CO2","",2012-07-31 20:14:53,2012-07-31 20:14:53,f,15
1797,"Elevated T, Elevated CO2","",2012-07-31 20:15:02,2012-07-31 20:15:02,f,15
1798,"ambient CO2, ambient T under high Nitrogen","",2012-07-31 20:45:06,2012-07-31 20:45:06,f,15
1799,"ambient CO2, ambient T under low Nitrogen","",2012-07-31 20:45:27,2012-07-31 20:45:27,t,15
1801,"ambient CO2, elevated T under low Nitrogen","",2012-07-31 20:46:18,2012-07-31 20:46:18,f,15
1802,"elevated CO2, ambient T under high Nitrogen","",2012-07-31 20:49:27,2012-07-31 20:49:27,f,15
1803,"elevated CO2, ambient T under low Nitrogen","",2012-07-31 20:49:47,2012-07-31 20:49:47,,15
1804,"elevated CO2, elevated T under high Nitrogen","",2012-07-31 20:50:08,2012-07-31 20:50:08,f,15
1805,"elevated CO2, elevated T under low Nitrogen","",2012-07-31 20:50:20,2012-07-31 20:50:20,f,15
1806,"Ambient CO2, Low Nitrogen","",2012-08-02 20:30:41,2012-08-02 20:30:41,t,15
1807,"Ambient CO2, High Nitrogen","",2012-08-02 20:30:55,2012-08-02 20:30:55,f,15
1808,"Elevated CO2, Low Nitrogen","",2012-08-02 20:31:09,2012-08-02 20:31:09,f,15
1809,"Elevated CO2, High Nitrogen","",2012-08-02 20:31:24,2012-08-02 20:31:24,t,15
1810,Observational I,"",2012-08-31 02:07:06,2012-08-31 02:07:06,t,15
1811,Observational II,"",2012-08-31 02:07:14,2012-08-31 02:07:14,t,15
1812,Observational III,"",2012-08-31 02:07:21,2012-08-31 02:07:21,t,15
1813,Observational IV,"",2012-08-31 02:07:28,2012-08-31 02:07:28,t,15
1814,Observational V,"",2012-08-31 02:08:38,2012-08-31 02:08:38,t,15
1815,Observational VI,"",2012-08-31 02:08:48,2012-08-31 02:08:48,t,15
1816,Observational VII,"",2012-08-31 02:08:55,2012-08-31 02:08:55,t,15
1817,Observational VIII,"",2012-08-31 02:09:05,2012-08-31 02:09:05,t,15
1818,Observational IX,"",2012-08-31 02:10:05,2012-08-31 02:10:05,t,15
1819,Observational X,"",2012-08-31 02:10:14,2012-08-31 02:10:14,t,15
1820,Observational XI,"",2012-08-31 02:10:26,2012-08-31 02:10:26,t,15
1821,Observational XII,"",2012-08-31 02:10:36,2012-08-31 02:10:36,t,15
1822,Observational XIII,"",2012-08-31 02:10:45,2012-08-31 02:10:45,t,15
1766,Lake States Warba soil aspen chronosequence 1,Observational,2012-07-18 18:40:12,2012-07-18 18:40:58,t,15
1823,Observational XIV,"",2012-08-31 02:10:57,2012-08-31 02:10:57,t,15
1824,Observational XV,"",2012-08-31 02:11:09,2012-08-31 02:11:09,t,15
1825,Observational XVI,"",2012-08-31 02:11:25,2012-08-31 02:11:25,t,15
1826,Observational XVII,"",2012-08-31 02:11:39,2012-08-31 02:11:39,t,15
1827,Observational XVIII,"",2012-08-31 02:11:51,2012-08-31 02:11:51,t,15
1828,Observational XIX,"",2012-08-31 02:12:03,2012-08-31 02:12:03,t,15
1829,Observational XX,"",2012-08-31 02:21:32,2012-08-31 02:21:32,t,15
1830,Observational XXI,"",2012-08-31 02:21:45,2012-08-31 02:21:45,t,15
1831,Observational XXII,"",2012-08-31 02:21:53,2012-08-31 02:21:53,t,15
1832,Observational XXIII,"",2012-08-31 02:22:07,2012-08-31 02:22:07,t,15
1834,Observational large plots,plot size is 0.2 ha,2012-09-13 18:13:26,2012-09-13 18:13:26,t,15
1836,I1,50% maximum evatranspiration (ETm) restoration,2012-09-13 22:29:38,2012-09-13 22:29:38,f,15
1837,I0,25% maximum evatranspiration (ETm) restoration,2012-09-13 22:30:46,2012-09-13 22:30:46,t,15
1838,I1,50% maximum evatranspiration (ETm) restoration,2012-09-13 22:30:57,2012-09-13 22:30:57,f,15
1839,I2,100% maximum evatranspiration (ETm) restoration,2012-09-13 22:31:09,2012-09-13 22:31:09,f,15
1840,unirrigated,"",2012-09-15 05:49:46,2012-11-26 23:59:13,t,15
1841,unirrigated,"",2012-09-15 06:29:00,2012-11-27 00:01:29,t,15
1842,method comparison,"",2012-09-18 18:52:09,2012-09-18 18:52:09,,45
1843,observational,375 umol CO2 mol-1,2012-09-20 17:02:28,2012-09-20 17:06:07,t,45
1844,elevated CO2,550 umol mol-1,2012-09-20 17:04:51,2012-09-20 17:04:51,f,45
1845,T1,field capacity,2012-09-20 17:42:05,2012-09-20 18:59:43,t,45
1846,T2,25% water deficit,2012-09-20 17:47:28,2012-09-20 18:59:55,f,45
1847,T3,50% water deficit,2012-09-20 17:47:46,2012-09-20 19:00:04,f,45
1848,T4,75% water deficit,2012-09-20 17:48:07,2012-09-20 19:00:24,f,45
1849,T5,no irrigation,2012-09-20 17:48:31,2012-09-20 19:00:45,f,45
1850,AM1,Alternative Irrigation Maize with 30% of the conventional irrigation water amount in the local planting practice,2012-09-20 18:58:41,2012-09-20 18:58:41,f,15
1851,AM2,Alternative Irrigation Maize with 40% of the conventional irrigation water amount in the local planting practice,2012-09-20 18:59:15,2012-09-20 18:59:15,f,15
1852,AM3,Alternative Irrigation Maize with 50% of the conventional irrigation water amount in the local planting practice,2012-09-20 18:59:31,2012-10-08 02:35:26,t,15
1854,observational,"",2012-09-20 19:14:00,2012-09-20 19:14:00,t,45
1856,standard practice,well watered,2012-09-20 19:36:31,2012-11-28 23:13:37,t,45
1857,ET csoh,The sum of the hourly evaporative losses for a 24 h period,2012-09-20 20:08:07,2012-09-20 20:08:07,t,15
1860,Control,"",2012-09-20 21:39:29,2012-09-20 21:39:29,t,15
1861,A1,only irrigated after sowing,2012-09-20 21:39:47,2012-10-08 02:40:40,t,15
1862,B1,irrigated to field capacity in each irrigation when soil moisture was less than field capacity any time during the growing season,2012-09-20 21:39:59,2012-09-20 21:39:59,f,15
1863,C0,Straw mulching 0 t/ha,2012-09-21 19:57:03,2012-09-21 19:57:03,t,15
1864,C6,Straw mulching 6 t/ha,2012-09-21 19:57:20,2012-09-21 19:57:20,f,15
1865,C12,Straw mulching 12 t/ha,2012-09-21 19:57:31,2012-09-21 19:57:31,f,15
1866,D0,Straw mulching 0 t/ha,2012-09-21 19:57:51,2012-09-21 19:57:51,t,15
1867,D6,Straw mulching 6 t/ha,2012-09-21 19:57:59,2012-09-21 19:57:59,f,15
1868,D12,Straw mulching 12 t/ha,2012-09-21 19:58:08,2012-09-21 19:58:08,f,15
1869,SD1 2008,Irrigated 511 mm,2012-09-21 20:43:28,2012-09-21 20:54:19,t,15
1870,SD2 2008,Irrigated 445 mm,2012-09-21 20:43:51,2012-09-21 20:54:29,f,15
1871,SD3 2008,Irrigated 381 mm,2012-09-21 20:48:14,2012-09-21 20:54:39,,15
1872,SD4 2008,Irrigated 241 mm,2012-09-21 20:48:36,2012-09-21 20:54:46,,15
1873,SD5 2008,Irrigated 173 mm,2012-09-21 20:48:56,2012-09-21 20:54:54,,15
1874,SD6 2008,Irrigated 160 mm,2012-09-21 20:49:15,2012-09-21 20:55:02,f,15
1875,SD1 2010,Irrigated 494 mm,2012-09-21 20:55:23,2012-09-21 20:55:23,t,15
1876,SD2 2010,Irrigated 405 mm,2012-09-21 20:55:38,2012-09-21 20:55:38,f,15
1877,SD3 2010,Irrigated 285 mm,2012-09-21 20:56:01,2012-09-21 20:56:01,f,15
1878,SD3 2010,Irrigated 285 mm,2012-09-21 20:56:01,2012-09-21 20:56:01,f,15
1879,SD4 2010,Irrigated 197 mm,2012-09-21 20:56:17,2012-09-21 20:56:17,f,15
1880,SD5 2010,Irrigated 86 mm,2012-09-21 20:56:32,2012-09-21 20:56:32,f,15
1881,SD6 2010,Irrigated 40 mm,2012-09-21 20:56:44,2012-09-21 20:56:44,f,15
1882,standard practice,"",2012-09-25 17:49:36,2012-11-28 23:11:34,t,45
1883,unirrigated,"",2012-09-27 15:15:47,2012-11-28 23:08:40,t,45
1884,elevated O3,22-37% greater concentration O3,2012-09-27 15:30:08,2012-09-27 15:30:08,f,45
1885,standard practice,subsurface drip irrigation,2012-09-27 16:06:06,2012-11-28 23:03:47,t,45
1886,standard practice,"",2012-09-27 16:15:39,2012-11-28 23:07:20,t,45
1887,standard practice,"",2012-09-27 16:44:15,2012-11-28 23:01:56,t,45
1888,C,full irrigation,2012-09-27 17:13:26,2012-09-27 17:20:40,t,45
1889,S1,"irrigation with held at full bloom, R2 stage",2012-09-27 17:19:32,2012-09-27 17:19:32,f,45
1890,S2,"irrigation with held at seed enlargement, R5 stage",2012-09-27 17:20:04,2012-09-27 17:20:04,f,45
1891,S3,"irrigation with held at mature seeds, R7 stage",2012-09-27 17:20:23,2012-09-27 17:20:23,f,45
1892,Lysimeter,"",2012-09-27 17:23:55,2012-09-27 17:23:55,f,45
1893,Corn after Sunflower #1,"",2012-09-30 21:10:40,2012-09-30 21:10:40,f,15
1894,Irrigation Treatment #1,"",2012-09-30 21:11:16,2012-11-08 18:43:57,f,15
1895,Irrigation Treatment #2,"",2012-09-30 21:11:30,2012-11-08 18:44:17,f,15
1896,Irrigation Treatment #3,"",2012-09-30 21:11:40,2012-11-08 18:44:34,f,15
1897,Irrigation Treatment #4,"",2012-09-30 21:11:47,2012-11-08 18:44:56,f,15
1898,Irrigation Treatment #5,"",2012-09-30 21:11:55,2012-11-08 18:45:11,f,15
1833,Observational small plots,plot size is 0.01 ha,2012-09-13 18:13:06,2012-09-13 18:13:06,t,15
1855,Flux partitioning,"",2012-09-20 19:34:30,2012-09-20 19:39:55,t,15
1899,Irrigation Treatment #6,"",2012-09-30 21:11:58,2012-11-08 18:45:29,f,15
1900,Irrigation Corn after Corn #1,"",2012-09-30 21:13:56,2012-09-30 21:13:56,f,15
1901,Irrigation Corn after Corn #2,"",2012-09-30 21:14:24,2012-09-30 21:14:24,f,15
